"4828","6620","1450","3","252.94","2018-03-24 23:16:18","Delivered","2018-03-24 23:16:18"
"1817","6021","3016","2","326.73","2016-08-24 16:35:24","Processing","2016-08-24 16:35:24"
"5659","3538","3645","2","179.57","2013-04-20 11:50:40","Received","2013-04-20 11:50:40"
"5100","8284","7369","5","361.71","2007-09-16 13:21:43","Shipped","2007-09-16 13:21:43"
"8315","9334","9593","3","103.39","2022-01-25 10:30:36","Shipped","2022-01-25 10:30:36"
"9099","9226","1412","1","407.03","2004-12-31 06:22:59","Processing","2004-12-31 06:22:59"
"4001","8714","7139","5","52.92","2020-10-05 11:34:56","Delivered","2020-10-05 11:34:56"
"4357","7534","4386","4","450.55","2016-05-07 20:58:24","Delivered","2016-05-07 20:58:24"
"4324","2633","3401","5","421.54","2014-03-10 21:34:31","Shipped","2014-03-10 21:34:31"
"850","7661","3377","1","165.85","2016-06-19 01:12:42","Received","2016-06-19 01:12:42"
"5665","8860","123","4","286.42","2005-09-15 17:21:11","Shipped","2005-09-15 17:21:11"
"8048","5242","8738","3","237.39","2006-07-18 16:09:04","Received","2006-07-18 16:09:04"
"1215","2167","5056","5","132.42","2013-04-25 00:04:57","Processing","2013-04-25 00:04:57"
"1372","3544","6564","5","136.92","2010-01-11 13:27:51","Received","2010-01-11 13:27:51"
"3551","9625","5924","5","307.03","2011-07-26 11:11:51","Shipped","2011-07-26 11:11:51"
"7385","1159","7086","5","220.47","2016-04-01 01:01:33","Received","2016-04-01 01:01:33"
"3361","8522","6503","5","207.89","2021-01-05 02:32:12","Received","2021-01-05 02:32:12"
"3557","62","1958","4","284.21","2013-12-21 14:43:09","Delivered","2013-12-21 14:43:09"
"7398","4543","2816","4","131.65","2012-08-29 18:30:05","Shipped","2012-08-29 18:30:05"
"8766","6447","7239","2","257.62","2001-05-04 18:47:50","Processing","2001-05-04 18:47:50"
"1098","816","2668","3","230.52","2001-11-25 20:49:44","Shipped","2001-11-25 20:49:44"
"6613","4399","584","2","339.01","2022-05-01 21:24:07","Delivered","2022-05-01 21:24:07"
"2599","7302","3016","1","457.87","2002-02-10 17:43:11","Shipped","2002-02-10 17:43:11"
"4091","1188","2786","2","241.12","2018-08-30 03:18:32","Received","2018-08-30 03:18:32"
"3350","5271","8957","1","111.7","2019-12-07 22:14:37","Processing","2019-12-07 22:14:37"
"9286","6746","7815","4","68.55","2014-08-27 05:09:17","Processing","2014-08-27 05:09:17"
"155","6081","3289","5","251.85","2006-01-03 08:18:00","Received","2006-01-03 08:18:00"
"8771","3450","9013","4","306.96","2019-07-27 17:02:04","Shipped","2019-07-27 17:02:04"
"935","2224","8098","4","283.71","2018-05-06 02:30:56","Delivered","2018-05-06 02:30:56"
"7862","2115","750","4","374.3","2018-04-10 22:58:33","Shipped","2018-04-10 22:58:33"
"1585","6466","2788","2","498.05","2016-05-18 15:48:20","Delivered","2016-05-18 15:48:20"
"8522","2757","1884","3","197.41","2006-03-06 11:32:03","Processing","2006-03-06 11:32:03"
"8618","7420","9118","4","192.48","2017-02-15 12:03:18","Shipped","2017-02-15 12:03:18"
"5015","5030","5674","4","194.73","2010-06-30 01:20:04","Delivered","2010-06-30 01:20:04"
"7725","1512","2442","5","368.35","2007-09-09 10:16:40","Shipped","2007-09-09 10:16:40"
"4880","438","8234","4","222.56","2009-07-03 18:12:56","Shipped","2009-07-03 18:12:56"
"2039","7393","2327","3","3.02","2018-03-06 22:59:29","Processing","2018-03-06 22:59:29"
"6342","7998","8012","2","171.63","2014-12-03 18:30:15","Received","2014-12-03 18:30:15"
"5984","907","7351","3","383.22","2013-11-20 10:53:16","Processing","2013-11-20 10:53:16"
"6416","9430","4691","4","406.82","2017-07-12 09:10:05","Received","2017-07-12 09:10:05"
"2491","3001","1015","4","156.61","2016-02-10 04:23:40","Shipped","2016-02-10 04:23:40"
"2629","5157","5663","2","149.33","2021-11-24 01:13:25","Processing","2021-11-24 01:13:25"
"7933","136","7426","3","251.05","2000-04-06 02:27:39","Shipped","2000-04-06 02:27:39"
"6422","2757","9885","1","15.59","2022-02-09 19:29:12","Processing","2022-02-09 19:29:12"
"1711","4994","582","5","6.43","2012-09-16 03:43:54","Shipped","2012-09-16 03:43:54"
"2939","1616","560","1","437.87","2000-07-26 19:07:33","Received","2000-07-26 19:07:33"
"5791","312","6226","5","37.48","2005-11-15 17:33:11","Delivered","2005-11-15 17:33:11"
"8349","3991","771","4","153.59","2019-04-03 15:37:39","Received","2019-04-03 15:37:39"
"9082","5099","851","4","382.56","2007-06-12 00:41:52","Processing","2007-06-12 00:41:52"
"6071","9122","1645","5","442.36","2001-03-09 18:37:36","Delivered","2001-03-09 18:37:36"
"5772","7394","9089","4","95.61","2017-01-29 16:35:49","Received","2017-01-29 16:35:49"
"5538","2989","5401","3","211.12","2005-11-21 18:52:38","Received","2005-11-21 18:52:38"
"4989","6524","1198","3","232.92","2022-08-19 03:45:42","Processing","2022-08-19 03:45:42"
"1775","3255","3363","1","230.53","2004-10-21 06:52:35","Delivered","2004-10-21 06:52:35"
"7307","7449","3010","2","279.36","2008-07-08 12:07:31","Received","2008-07-08 12:07:31"
"2197","7642","3725","1","416.21","2013-09-15 14:08:48","Received","2013-09-15 14:08:48"
"28","6702","2740","5","453.52","2017-02-24 09:44:03","Delivered","2017-02-24 09:44:03"
"4475","2165","7176","4","362.66","2021-06-23 05:04:54","Shipped","2021-06-23 05:04:54"
"421","1512","9569","3","231.73","2015-09-25 12:34:46","Shipped","2015-09-25 12:34:46"
"5157","5190","4273","5","426.54","2004-09-03 12:15:42","Processing","2004-09-03 12:15:42"
"2330","3516","999","1","79.35","2019-10-06 16:44:37","Delivered","2019-10-06 16:44:37"
"7710","1618","3422","4","43.52","2006-01-04 13:22:52","Received","2006-01-04 13:22:52"
"1681","8446","4041","5","438.79","2012-05-29 21:32:20","Delivered","2012-05-29 21:32:20"
"339","2687","2201","5","472.14","2008-06-24 21:29:02","Processing","2008-06-24 21:29:02"
"8564","4384","1349","3","438.18","2001-01-08 18:54:58","Received","2001-01-08 18:54:58"
"7139","9608","2439","4","216.98","2011-05-01 07:58:27","Shipped","2011-05-01 07:58:27"
"5787","1139","2348","4","258.24","2009-12-22 00:56:38","Received","2009-12-22 00:56:38"
"3659","598","3857","5","87.41","2009-05-11 18:04:05","Received","2009-05-11 18:04:05"
"4556","9072","9489","4","380.42","2011-03-24 15:22:26","Received","2011-03-24 15:22:26"
"7050","9793","2979","4","362.0","2007-06-25 06:19:18","Delivered","2007-06-25 06:19:18"
"450","5220","7797","1","259.05","2011-11-15 01:08:53","Delivered","2011-11-15 01:08:53"
"1362","1509","7380","2","280.03","2002-07-24 18:25:10","Delivered","2002-07-24 18:25:10"
"8967","1194","5585","4","395.35","2012-05-10 03:55:04","Processing","2012-05-10 03:55:04"
"3573","8602","1810","1","140.5","2017-10-11 14:36:56","Received","2017-10-11 14:36:56"
"5859","438","5952","2","28.25","2009-10-01 21:52:37","Processing","2009-10-01 21:52:37"
"3082","1412","6700","2","173.23","2017-09-14 11:44:25","Delivered","2017-09-14 11:44:25"
"1465","8891","1509","3","121.58","2015-03-27 22:10:12","Received","2015-03-27 22:10:12"
"7548","3028","849","2","340.97","2018-11-21 15:57:01","Delivered","2018-11-21 15:57:01"
"5379","4906","1170","5","338.75","2005-09-15 18:00:14","Delivered","2005-09-15 18:00:14"
"4317","1513","719","4","44.48","2021-07-08 14:12:50","Processing","2021-07-08 14:12:50"
"4855","4427","3856","4","117.33","2011-02-09 00:57:59","Delivered","2011-02-09 00:57:59"
"7697","8264","9293","3","82.29","2019-02-23 07:04:18","Processing","2019-02-23 07:04:18"
"9353","5470","7671","4","149.9","2000-05-25 02:30:10","Received","2000-05-25 02:30:10"
"4386","1899","5177","5","314.51","2006-02-01 12:00:46","Delivered","2006-02-01 12:00:46"
"9331","3596","8888","5","316.23","2015-12-11 21:56:29","Processing","2015-12-11 21:56:29"
"5953","17","9930","2","412.37","2003-04-30 12:30:10","Delivered","2003-04-30 12:30:10"
"2354","3141","547","3","378.68","2017-07-19 21:14:46","Delivered","2017-07-19 21:14:46"
"3680","9782","6876","4","452.46","2012-12-12 04:38:14","Processing","2012-12-12 04:38:14"
"9129","251","5752","2","406.72","2019-11-10 23:29:12","Delivered","2019-11-10 23:29:12"
"3067","2907","4130","5","183.62","2018-02-07 07:34:48","Shipped","2018-02-07 07:34:48"
"3114","1472","4101","3","293.52","2008-11-25 14:15:08","Shipped","2008-11-25 14:15:08"
"1619","3241","7249","1","425.65","2013-01-29 00:50:46","Received","2013-01-29 00:50:46"
"6314","8878","8163","5","481.75","2017-05-05 08:42:31","Received","2017-05-05 08:42:31"
"3101","9309","3636","4","462.52","2016-10-27 14:34:06","Processing","2016-10-27 14:34:06"
"9811","1986","5361","1","77.88","2018-04-22 19:42:04","Processing","2018-04-22 19:42:04"
"3038","8764","8114","1","431.29","2011-09-16 06:53:57","Shipped","2011-09-16 06:53:57"
"7310","2936","2595","3","141.61","2019-06-06 17:45:25","Delivered","2019-06-06 17:45:25"
"5846","7655","2858","5","336.74","2013-10-25 15:17:36","Processing","2013-10-25 15:17:36"
"3582","1564","8884","3","256.25","2000-01-27 16:18:43","Shipped","2000-01-27 16:18:43"
"9282","1101","9433","1","230.78","2003-03-30 10:59:22","Received","2003-03-30 10:59:22"
"6673","4442","2722","3","392.65","2022-03-30 09:15:12","Received","2022-03-30 09:15:12"
"1745","8090","8690","3","71.1","2020-04-19 09:08:54","Processing","2020-04-19 09:08:54"
"3836","2688","8425","3","187.51","2007-05-14 06:56:49","Processing","2007-05-14 06:56:49"
"8367","7774","8976","4","424.32","2022-09-23 08:37:08","Received","2022-09-23 08:37:08"
"7994","7042","8646","3","161.9","2008-10-07 15:46:48","Shipped","2008-10-07 15:46:48"
"7210","4727","8455","2","46.61","2013-05-21 03:23:18","Processing","2013-05-21 03:23:18"
"2059","794","5344","2","236.6","2016-05-09 19:00:58","Shipped","2016-05-09 19:00:58"
"2594","5692","6171","5","296.13","2006-12-31 21:27:26","Received","2006-12-31 21:27:26"
"8725","8375","2683","5","417.35","2015-02-12 08:06:34","Shipped","2015-02-12 08:06:34"
"5419","5611","5746","3","268.16","2010-11-04 05:38:00","Received","2010-11-04 05:38:00"
"6555","222","7320","4","384.56","2021-05-21 00:58:18","Delivered","2021-05-21 00:58:18"
"4838","7916","9314","1","328.35","2017-04-27 05:34:25","Processing","2017-04-27 05:34:25"
"5621","9478","1074","3","151.52","2007-07-14 17:16:09","Delivered","2007-07-14 17:16:09"
"4315","4641","4959","2","125.31","2019-12-04 06:17:13","Processing","2019-12-04 06:17:13"
"6091","8289","299","2","363.45","2003-06-08 08:47:59","Processing","2003-06-08 08:47:59"
"265","713","2375","5","462.26","2019-02-22 07:08:23","Processing","2019-02-22 07:08:23"
"6379","6560","1001","4","265.6","2002-01-08 06:17:12","Shipped","2002-01-08 06:17:12"
"6981","9226","4011","5","297.83","2021-06-08 14:55:45","Processing","2021-06-08 14:55:45"
"5755","5470","3472","1","66.97","2010-11-05 20:02:17","Shipped","2010-11-05 20:02:17"
"8645","1706","7255","5","478.46","2017-08-10 10:26:57","Processing","2017-08-10 10:26:57"
"6061","6989","6032","4","189.26","2017-09-25 06:02:35","Received","2017-09-25 06:02:35"
"7513","2156","1242","1","192.84","2005-03-10 09:15:23","Delivered","2005-03-10 09:15:23"
"3045","6015","3666","5","16.85","2018-09-22 15:13:50","Shipped","2018-09-22 15:13:50"
"9750","5030","3807","4","268.67","2019-03-31 01:08:01","Delivered","2019-03-31 01:08:01"
"5408","5654","4626","2","21.99","2014-02-09 02:06:51","Delivered","2014-02-09 02:06:51"
"296","9326","5091","2","399.64","2006-10-26 22:01:24","Processing","2006-10-26 22:01:24"
"2652","3960","5786","1","108.62","2008-06-01 14:40:16","Received","2008-06-01 14:40:16"
"8003","7718","7718","2","198.96","2010-10-18 04:21:38","Received","2010-10-18 04:21:38"
"9023","6216","8052","5","468.56","2011-12-31 06:04:07","Received","2011-12-31 06:04:07"
"7149","9871","2348","5","377.69","2013-10-10 01:59:13","Received","2013-10-10 01:59:13"
"1448","352","8401","4","86.42","2016-01-05 15:50:32","Processing","2016-01-05 15:50:32"
"4648","3141","8507","5","339.2","2006-06-05 15:15:17","Delivered","2006-06-05 15:15:17"
"2469","9440","8409","4","239.62","2004-07-09 17:24:07","Shipped","2004-07-09 17:24:07"
"6342","4170","9195","4","270.6","2016-10-12 20:45:53","Shipped","2016-10-12 20:45:53"
"9497","4799","7975","3","417.89","2018-10-03 20:49:38","Processing","2018-10-03 20:49:38"
"4054","4018","2220","3","389.1","2020-03-16 11:03:37","Received","2020-03-16 11:03:37"
"6427","1486","6085","1","85.73","2021-03-19 10:00:18","Processing","2021-03-19 10:00:18"
"3258","9627","8485","5","342.61","2013-09-17 14:15:40","Delivered","2013-09-17 14:15:40"
"9366","9806","8577","2","46.92","2021-08-07 10:01:15","Received","2021-08-07 10:01:15"
"6064","1596","2973","3","324.39","2011-06-28 01:14:46","Processing","2011-06-28 01:14:46"
"3772","353","4318","5","138.22","2022-08-11 02:23:57","Processing","2022-08-11 02:23:57"
"6037","427","5946","3","50.19","2020-01-15 11:41:27","Shipped","2020-01-15 11:41:27"
"3148","4003","5267","4","394.49","2000-04-21 01:34:36","Delivered","2000-04-21 01:34:36"
"5","7649","8819","2","432.28","2011-01-01 17:11:47","Shipped","2011-01-01 17:11:47"
"3316","5895","4227","5","455.89","2015-07-02 13:40:17","Received","2015-07-02 13:40:17"
"4362","5499","2158","3","199.84","2017-01-16 00:40:09","Shipped","2017-01-16 00:40:09"
"8154","9156","1852","5","465.66","2017-12-25 17:34:42","Processing","2017-12-25 17:34:42"
"3872","4279","970","2","321.61","2018-07-21 15:48:49","Shipped","2018-07-21 15:48:49"
"3168","5801","2849","4","83.56","2021-08-03 17:44:52","Shipped","2021-08-03 17:44:52"
"463","9125","4559","4","152.33","2018-01-23 23:43:45","Received","2018-01-23 23:43:45"
"7992","4692","6560","5","285.81","2013-10-14 08:27:51","Delivered","2013-10-14 08:27:51"
"4240","8514","8683","5","106.1","2021-11-24 11:00:29","Shipped","2021-11-24 11:00:29"
"1614","5469","8079","5","374.38","2002-12-20 05:54:28","Received","2002-12-20 05:54:28"
"9706","6319","796","3","53.3","2018-07-12 18:20:42","Delivered","2018-07-12 18:20:42"
"4585","955","4530","1","273.24","2000-04-18 19:50:39","Received","2000-04-18 19:50:39"
"2880","3639","4084","3","28.87","2017-07-18 06:56:51","Shipped","2017-07-18 06:56:51"
"1601","598","433","4","73.72","2001-12-08 15:18:13","Received","2001-12-08 15:18:13"
"1755","4384","494","5","110.78","2004-01-15 07:31:25","Processing","2004-01-15 07:31:25"
"2059","1402","3530","4","303.51","2009-08-08 02:09:28","Processing","2009-08-08 02:09:28"
"6388","1068","929","3","353.11","2019-08-08 17:15:23","Processing","2019-08-08 17:15:23"
"5653","8721","8047","5","403.99","2015-10-26 15:01:15","Processing","2015-10-26 15:01:15"
"4973","3642","7801","1","230.59","2007-10-11 10:13:00","Received","2007-10-11 10:13:00"
"8360","6","5596","4","385.21","2016-01-14 22:07:46","Delivered","2016-01-14 22:07:46"
"9534","3713","7445","5","245.0","2014-12-13 18:16:16","Shipped","2014-12-13 18:16:16"
"5888","8678","9399","4","407.67","2018-09-21 22:15:53","Processing","2018-09-21 22:15:53"
"3805","8052","9482","3","369.91","2014-11-05 23:56:19","Received","2014-11-05 23:56:19"
"4916","9002","9510","2","128.24","2010-08-04 23:56:48","Processing","2010-08-04 23:56:48"
"8171","5730","6979","2","144.86","2001-03-02 02:31:03","Delivered","2001-03-02 02:31:03"
"2706","3888","4054","5","210.64","2021-03-25 10:21:01","Shipped","2021-03-25 10:21:01"
"9313","3101","4192","4","274.07","2004-01-21 03:47:30","Received","2004-01-21 03:47:30"
"1312","5169","3659","4","271.86","2007-01-06 23:33:59","Processing","2007-01-06 23:33:59"
"3860","9469","4721","2","149.83","2015-07-01 06:53:13","Delivered","2015-07-01 06:53:13"
"679","6362","5752","2","150.26","2007-03-07 12:20:27","Shipped","2007-03-07 12:20:27"
"2032","6434","506","5","471.83","2003-07-26 18:37:42","Delivered","2003-07-26 18:37:42"
"1265","3408","2383","2","229.69","2009-10-02 20:42:13","Delivered","2009-10-02 20:42:13"
"6236","834","6412","1","322.91","2003-08-17 09:08:18","Shipped","2003-08-17 09:08:18"
"1176","3290","5343","1","448.55","2006-04-26 23:47:14","Delivered","2006-04-26 23:47:14"
"7778","6699","5756","4","170.88","2015-08-28 15:25:51","Shipped","2015-08-28 15:25:51"
"9189","1152","7366","1","495.88","2001-07-10 15:55:40","Delivered","2001-07-10 15:55:40"
"2692","5698","6381","3","31.95","2015-10-21 06:32:41","Processing","2015-10-21 06:32:41"
"6888","3420","9403","5","155.57","2021-06-17 20:06:52","Processing","2021-06-17 20:06:52"
"8984","4719","1890","2","449.4","2012-03-05 23:15:56","Processing","2012-03-05 23:15:56"
"6192","5918","8955","4","93.68","2014-02-05 03:52:12","Shipped","2014-02-05 03:52:12"
"8114","721","1742","3","354.1","2012-12-10 06:13:15","Received","2012-12-10 06:13:15"
"7500","2704","8817","1","386.58","2005-02-11 19:31:49","Delivered","2005-02-11 19:31:49"
"9617","2237","1239","5","393.78","2004-12-30 00:53:40","Shipped","2004-12-30 00:53:40"
"4447","1264","7854","5","160.95","2015-06-24 07:57:03","Delivered","2015-06-24 07:57:03"
"2086","5045","1853","5","159.75","2022-03-29 13:51:41","Processing","2022-03-29 13:51:41"
"2707","1803","6145","1","358.27","2020-12-05 10:51:25","Processing","2020-12-05 10:51:25"
"1636","7750","3145","1","423.68","2004-04-22 03:46:03","Received","2004-04-22 03:46:03"
"4232","6177","7563","5","337.74","2003-07-11 07:57:10","Processing","2003-07-11 07:57:10"
"4428","2145","1586","2","129.99","2004-02-26 21:09:13","Shipped","2004-02-26 21:09:13"
"3283","3577","6101","4","454.56","2010-05-09 18:19:32","Delivered","2010-05-09 18:19:32"
"9951","7493","3051","2","218.23","2016-09-25 07:00:27","Received","2016-09-25 07:00:27"
"546","5894","8191","3","254.35","2017-01-29 18:05:04","Shipped","2017-01-29 18:05:04"
"8653","7411","3054","4","204.47","2020-01-15 14:42:43","Processing","2020-01-15 14:42:43"
"5224","6990","5118","1","392.75","2016-02-07 08:23:51","Delivered","2016-02-07 08:23:51"
"9691","6","6162","2","499.07","2003-03-02 13:46:05","Shipped","2003-03-02 13:46:05"
"3362","6760","2861","4","342.96","2022-06-28 02:58:42","Delivered","2022-06-28 02:58:42"
"1421","2148","3750","1","384.9","2013-01-10 19:09:46","Processing","2013-01-10 19:09:46"
"3257","8368","6311","2","388.75","2012-01-25 17:19:43","Received","2012-01-25 17:19:43"
"4574","2265","5563","3","26.54","2009-09-28 10:23:30","Received","2009-09-28 10:23:30"
"3915","3604","1696","5","75.55","2009-10-07 19:39:31","Delivered","2009-10-07 19:39:31"
"6471","9197","7682","5","200.63","2018-03-22 07:51:29","Received","2018-03-22 07:51:29"
"6158","1064","9856","5","342.28","2010-09-20 18:39:29","Received","2010-09-20 18:39:29"
"746","2039","3684","4","42.62","2000-03-07 11:16:14","Shipped","2000-03-07 11:16:14"
"5038","5190","891","4","298.6","2007-07-23 11:44:47","Processing","2007-07-23 11:44:47"
"3164","4819","1096","4","357.05","2008-02-09 21:14:23","Shipped","2008-02-09 21:14:23"
"2401","3982","7311","4","233.52","2003-12-23 16:22:54","Delivered","2003-12-23 16:22:54"
"4448","6079","9697","3","381.15","2021-08-10 08:07:03","Delivered","2021-08-10 08:07:03"
"3151","9443","8679","1","452.41","2020-10-09 12:35:42","Received","2020-10-09 12:35:42"
"1484","8371","3666","1","461.56","2004-08-14 06:42:59","Shipped","2004-08-14 06:42:59"
"5780","3100","3848","4","272.04","2011-09-17 07:03:42","Delivered","2011-09-17 07:03:42"
"3955","2949","7228","2","304.79","2006-08-31 03:59:27","Delivered","2006-08-31 03:59:27"
"8570","7305","2613","2","221.99","2003-04-30 08:13:06","Received","2003-04-30 08:13:06"
"5379","3241","7262","3","95.43","2014-09-25 12:01:20","Delivered","2014-09-25 12:01:20"
"8648","3877","3964","5","260.75","2001-07-15 15:32:39","Processing","2001-07-15 15:32:39"
"9035","3432","1434","1","368.11","2002-08-25 03:29:29","Shipped","2002-08-25 03:29:29"
"7239","5692","4158","1","371.39","2016-05-26 05:40:34","Delivered","2016-05-26 05:40:34"
"4834","2045","9480","2","335.27","2012-09-28 01:10:05","Received","2012-09-28 01:10:05"
"1540","8834","7588","5","126.15","2019-12-10 06:50:27","Shipped","2019-12-10 06:50:27"
"8220","1265","2951","1","273.11","2018-07-19 02:30:33","Received","2018-07-19 02:30:33"
"8404","7297","6656","2","52.79","2021-05-28 23:19:13","Received","2021-05-28 23:19:13"
"1329","1626","3261","3","164.87","2001-03-18 03:34:55","Received","2001-03-18 03:34:55"
"4640","6235","7139","4","337.75","2007-07-01 02:36:15","Processing","2007-07-01 02:36:15"
"127","5254","1275","5","90.81","2019-08-12 07:22:31","Received","2019-08-12 07:22:31"
"1637","2551","45","3","177.53","2002-03-27 02:39:32","Processing","2002-03-27 02:39:32"
"4986","3945","5887","5","482.78","2011-09-28 13:16:07","Delivered","2011-09-28 13:16:07"
"8574","3718","2844","2","36.9","2004-10-28 12:15:05","Delivered","2004-10-28 12:15:05"
"9107","3991","2821","1","211.7","2005-07-26 22:55:02","Delivered","2005-07-26 22:55:02"
"3594","353","2696","5","200.04","2011-10-11 15:10:11","Shipped","2011-10-11 15:10:11"
"5536","3230","7807","5","209.13","2009-01-02 09:20:15","Received","2009-01-02 09:20:15"
"6408","2188","271","5","85.18","2010-01-28 07:55:58","Received","2010-01-28 07:55:58"
"8933","5590","3080","2","388.51","2013-11-22 06:28:08","Processing","2013-11-22 06:28:08"
"1500","4132","4990","3","248.53","2003-10-18 08:09:38","Shipped","2003-10-18 08:09:38"
"3131","1879","5287","2","371.76","2004-09-18 14:06:11","Processing","2004-09-18 14:06:11"
"3185","7064","7925","5","256.43","2019-03-26 16:42:50","Processing","2019-03-26 16:42:50"
"3679","9757","4530","4","336.23","2003-11-02 21:06:59","Processing","2003-11-02 21:06:59"
"6537","3549","5472","1","489.93","2000-05-22 21:50:09","Received","2000-05-22 21:50:09"
"879","3867","9377","1","180.91","2015-09-27 04:09:54","Received","2015-09-27 04:09:54"
"8130","2809","3655","4","349.52","2013-01-20 14:05:17","Received","2013-01-20 14:05:17"
"3868","9325","3831","1","346.07","2011-12-11 16:57:05","Processing","2011-12-11 16:57:05"
"3155","5736","8465","5","194.09","2014-08-21 12:30:03","Received","2014-08-21 12:30:03"
"9035","7618","238","1","303.1","2006-10-09 14:09:55","Shipped","2006-10-09 14:09:55"
"9388","1509","2424","5","292.09","2000-10-27 01:43:57","Received","2000-10-27 01:43:57"
"8035","4830","3531","5","133.38","2000-10-16 11:02:05","Delivered","2000-10-16 11:02:05"
"9431","7192","4851","4","63.56","2014-11-11 21:12:25","Shipped","2014-11-11 21:12:25"
"6118","5453","519","2","137.38","2004-01-26 15:31:19","Delivered","2004-01-26 15:31:19"
"2687","4719","5906","1","231.32","2010-02-03 07:59:03","Received","2010-02-03 07:59:03"
"9352","622","3676","4","468.62","2017-09-17 17:53:04","Processing","2017-09-17 17:53:04"
"9355","3651","6339","4","300.92","2016-08-02 14:50:00","Received","2016-08-02 14:50:00"
"6721","6490","3641","2","93.48","2003-10-26 01:48:25","Shipped","2003-10-26 01:48:25"
"7855","2645","5407","1","112.0","2001-07-01 13:15:26","Delivered","2001-07-01 13:15:26"
"6480","9856","8487","5","92.09","2004-10-25 11:54:04","Received","2004-10-25 11:54:04"
"4816","4815","746","2","115.98","2007-10-02 11:22:40","Shipped","2007-10-02 11:22:40"
"1707","8405","4653","5","27.2","2017-03-27 03:01:30","Shipped","2017-03-27 03:01:30"
"6318","2861","110","2","193.7","2020-08-29 00:12:10","Processing","2020-08-29 00:12:10"
"3078","6637","5372","2","440.58","2017-11-22 18:54:16","Shipped","2017-11-22 18:54:16"
"6673","4438","3225","1","4.47","2002-02-19 12:04:11","Received","2002-02-19 12:04:11"
"5804","9520","730","4","418.13","2011-01-31 07:45:54","Received","2011-01-31 07:45:54"
"2365","5740","2649","5","309.97","2009-05-29 20:36:40","Processing","2009-05-29 20:36:40"
"8324","9396","546","2","28.26","2011-09-13 18:00:46","Shipped","2011-09-13 18:00:46"
"2877","3949","6955","2","453.76","2018-05-11 00:04:30","Received","2018-05-11 00:04:30"
"5830","1080","3405","3","413.42","2018-12-23 02:05:58","Received","2018-12-23 02:05:58"
"3378","7615","4350","5","386.08","2021-05-02 14:32:13","Shipped","2021-05-02 14:32:13"
