"179","24","872","1997-03-06 17:44:32"
"180","22","1212","1973-10-07 23:39:29"
"181","43","1776","2006-03-18 11:12:47"
"182","38","284","1993-04-25 17:40:12"
"183","38","678","2007-04-24 18:42:54"
"184","16","616","2004-11-01 22:59:10"
"185","37","646","1985-11-26 21:57:29"
"186","40","1139","1980-09-16 14:46:07"
"187","8","1646","1986-10-31 21:30:33"
"188","27","1946","1996-12-03 13:02:27"
"189","7","1530","2007-08-15 03:19:54"
"190","10","136","1993-02-20 23:32:12"
"191","30","1607","1972-11-19 03:35:38"
"192","21","200","1989-10-01 04:46:34"
"193","25","1230","1999-07-18 19:56:24"
"194","41","236","1990-03-01 19:56:56"
"195","2","1964","1984-04-24 17:46:54"
"196","37","1716","2003-12-17 03:12:52"
"197","37","1507","1999-10-19 23:10:41"
"198","36","490","1977-08-31 07:05:15"
"199","40","1111","1978-07-28 09:53:20"
"200","30","412","2007-02-09 16:23:37"
"201","15","1381","2014-03-11 21:19:45"
"202","11","1715","2004-09-06 02:39:21"
"203","29","958","1971-05-27 20:54:27"
"204","35","218","1998-01-11 21:52:14"
"205","1","36","1973-05-08 06:43:57"
"206","2","1530","1993-08-09 08:21:08"
"207","46","882","1988-10-23 20:41:02"
"208","37","1249","1984-05-20 10:43:18"
"209","49","765","2007-06-06 06:44:21"
"210","36","624","2014-08-29 12:37:32"
"211","27","404","1990-08-18 08:05:38"
"212","1","472","1981-03-23 20:00:47"
"213","11","532","2017-07-20 06:50:06"
"214","30","1515","1984-09-20 18:39:25"
"215","15","1589","2011-01-11 22:58:40"
"216","9","1750","1974-09-14 06:10:44"
"217","38","1418","1987-07-10 12:49:47"
"218","0","183","1979-10-24 01:44:46"
"219","31","1497","2010-10-29 06:51:31"
"220","10","312","2015-04-27 17:25:59"
"221","46","1615","1997-04-28 21:31:31"
"222","1","478","2004-10-17 17:35:07"
"223","46","1949","1975-07-14 02:03:41"
"224","36","732","1997-05-27 08:38:14"
"225","8","678","1997-09-11 10:38:24"
"226","33","10","1972-12-08 16:52:46"
"227","17","117","2012-01-24 22:37:17"
"228","1","1","1982-02-10 18:03:29"
"229","36","578","1970-11-03 02:41:08"
"230","37","1016","2006-10-10 03:20:10"
"231","0","625","2022-01-17 19:02:30"
"232","40","1096","2017-03-07 05:26:52"
"233","2","48","1976-11-15 05:51:41"
"234","47","1478","1998-04-27 23:48:37"
"235","9","443","2005-03-02 01:43:50"
"236","21","509","1975-12-11 14:38:34"
"237","37","1178","1989-01-26 01:41:52"
"238","43","472","2010-03-24 00:31:47"
"239","6","146","2007-02-08 21:58:36"
"240","25","595","1998-08-05 13:50:17"
"241","23","734","1970-10-17 03:25:28"
"242","25","188","1989-08-20 07:10:06"
"243","26","1674","2015-04-07 10:13:38"
"244","8","592","2012-10-24 16:44:08"
"245","25","6","1990-03-06 02:32:05"
"246","45","1068","2014-10-31 23:52:26"
"247","31","328","1993-11-21 02:48:22"
"248","47","772","1981-06-16 11:05:00"
"249","11","607","2016-04-07 09:36:03"
"250","8","686","1972-04-07 19:06:41"
"251","30","1467","1974-06-05 21:29:46"
"252","24","1794","2018-08-09 03:49:41"
"253","25","160","2003-01-25 05:40:49"
"254","32","1162","1981-12-27 18:10:00"
"255","0","1094","1971-05-07 15:28:06"
"256","26","1596","2004-04-08 01:28:55"
"257","10","907","1992-11-15 13:44:12"
"258","31","150","2016-12-08 09:52:30"
"259","46","13","2001-02-20 00:09:43"
"260","5","1798","1984-04-25 09:09:10"
"261","36","651","1986-11-01 15:47:00"
"262","3","916","1982-09-12 01:58:06"
"263","11","693","1979-06-23 15:29:03"
"264","20","1600","1985-04-01 23:38:42"
"265","49","324","2021-07-23 03:46:07"
"266","18","1502","1982-11-17 18:23:20"
"267","4","1091","1986-07-03 12:44:07"
"268","3","689","2007-01-17 07:44:41"
"269","6","1480","2018-06-28 14:52:35"
"270","48","1338","1992-01-28 16:58:40"
"271","43","1083","2006-09-15 12:10:39"
"272","16","1147","1971-11-22 18:59:40"
"273","47","1236","1999-01-26 20:51:50"
"274","36","1790","1989-01-08 16:14:37"
"275","7","956","2000-02-15 02:32:32"
"276","28","1720","1993-02-01 12:43:32"
"277","21","1870","1978-09-10 00:01:06"
"278","25","245","1989-09-17 14:37:15"
"279","37","272","2003-09-22 11:05:04"
"280","5","1223","1998-10-08 06:07:24"
"281","22","1868","1972-02-09 21:42:46"
"282","0","658","1975-09-30 10:27:53"
"283","37","1772","1975-03-14 07:13:50"
"284","7","1821","2022-01-21 13:38:14"
"285","28","1368","1987-07-19 01:30:48"
"286","23","1529","2013-05-08 08:31:50"
"287","19","1423","1986-04-25 08:57:43"
"288","20","534","2019-11-16 18:22:10"
"289","7","237","1992-12-26 02:04:56"
"290","16","868","1972-12-20 01:13:41"
"291","42","1333","1989-06-10 21:22:51"
"292","17","865","2022-07-31 06:52:03"
"293","40","1791","2022-03-20 17:26:28"
"294","9","1606","1987-03-27 02:21:53"
"295","27","1947","2005-08-07 17:50:40"
"296","34","768","2022-06-23 02:08:21"
"297","1","747","2011-08-29 14:40:32"
"298","24","661","1987-06-06 05:38:19"
"299","1","482","1994-06-21 15:47:23"
"300","21","1735","1976-02-06 05:37:01"
"301","25","1518","2003-01-01 15:04:48"
"302","43","440","2015-12-26 00:38:09"
"303","0","1872","1998-08-29 14:23:13"
"304","16","1071","2009-11-01 15:27:43"
"305","32","748","1982-11-25 04:20:42"
"306","38","509","2009-03-02 22:37:24"
"307","35","1083","1975-08-02 12:26:27"
"308","39","196","1977-10-11 14:33:38"
"309","7","1297","1990-02-28 06:30:01"
"310","11","1537","2016-03-05 08:37:06"
"311","24","1147","1970-01-31 20:45:20"
"312","13","1674","1979-05-10 01:58:47"
"313","30","1065","1996-04-11 09:53:41"
"314","44","1398","2009-03-24 13:57:46"
"315","2","1759","1985-02-12 03:31:35"
"316","10","1731","2019-06-18 02:32:22"
"317","49","1111","2018-12-05 08:19:35"
"318","11","64","2008-01-07 06:29:09"
"319","36","723","1994-11-18 17:41:50"
"320","0","1666","1980-03-20 20:35:50"
"321","5","1941","2008-11-03 02:10:04"
"322","44","1867","1991-09-14 13:09:23"
"323","10","335","2016-07-25 22:55:03"
"324","4","134","2010-05-18 17:38:44"
"325","21","961","2019-11-17 20:24:14"
"326","0","1066","2011-08-22 14:57:37"
"327","18","1278","2015-07-06 10:20:01"
"328","33","821","1982-09-13 15:40:16"
"329","33","1507","1992-08-22 15:13:30"
"330","23","802","2019-02-11 01:07:32"
"331","34","1075","2013-02-10 22:32:49"
"332","25","926","2009-08-07 08:55:06"
"333","28","150","2008-08-08 18:09:12"
"334","18","1958","2002-12-10 19:22:29"
"335","27","121","2020-10-06 20:54:57"
"336","43","884","1982-01-22 05:48:41"
"337","31","1094","1985-09-23 02:06:54"
"338","1","1759","2008-02-08 00:16:46"
"339","40","1440","2009-08-17 20:50:05"
"340","7","201","2008-03-28 22:08:49"
"341","3","494","1972-11-23 03:37:41"
"342","23","210","1985-08-12 15:19:03"
"343","25","945","2006-03-19 11:42:29"
"344","30","336","1982-12-14 12:44:59"
"345","43","13","1976-02-06 22:31:24"
"346","42","334","1975-08-01 17:12:33"
"347","38","424","1977-10-13 20:04:47"
"348","24","890","1974-08-25 00:55:57"
"349","37","799","1975-12-31 18:06:54"
"350","16","1090","2016-05-20 02:13:32"
"351","29","411","1996-02-24 13:45:15"
"352","30","1439","2022-06-18 17:45:41"
"353","17","1160","1982-10-14 06:00:22"
"354","47","1762","2009-09-07 02:30:25"
"355","2","1171","1999-02-25 16:07:33"
"356","32","1112","2009-09-28 11:31:57"
"357","29","512","1997-03-25 08:39:34"
"358","19","1736","2012-03-14 01:24:17"
"359","45","1592","1982-04-19 17:10:53"
"360","18","1347","2012-02-21 05:14:09"
"361","47","1665","1975-04-18 02:01:37"
"362","44","1306","1992-10-27 22:06:33"
"363","36","1828","2001-08-16 18:51:14"
"364","26","105","2002-06-25 01:27:17"
"365","43","221","2008-09-25 14:12:46"
"366","31","514","2014-07-25 01:17:58"
"367","19","1243","2016-08-16 13:31:24"
"368","19","1274","2013-03-23 17:45:26"
"369","22","1085","1987-12-01 16:33:49"
"370","36","742","1986-07-12 23:58:38"
"371","10","879","2001-07-01 20:34:56"
"372","22","716","2007-05-03 04:47:40"
"373","45","1502","1983-01-12 23:38:47"
"374","25","1607","1993-05-29 21:13:43"
"375","30","1776","1988-09-07 17:01:09"
"376","10","632","2002-03-09 05:33:26"
"377","8","1204","1975-04-10 14:28:39"
"378","7","1550","2022-07-11 10:34:24"
"379","22","1824","2003-11-26 12:16:52"
"380","17","1817","2019-12-31 04:21:56"
"381","1","722","2000-01-08 16:01:58"
"382","46","395","1998-10-01 03:25:46"
"383","33","1696","1991-03-12 12:50:24"
"384","27","186","1984-04-01 07:59:56"
"385","29","854","1972-06-19 12:22:24"
"386","14","1554","2009-05-03 22:34:41"
"387","17","1419","1990-12-03 18:46:53"
"388","37","591","2019-01-16 23:26:39"
"389","49","1184","2007-07-07 01:19:29"
"390","9","221","1990-03-25 22:55:28"
"391","3","1868","1976-03-23 23:58:45"
"392","22","1683","1980-08-25 01:58:01"
"393","12","1896","1976-11-21 03:39:28"
"394","19","1103","2005-02-14 08:54:08"
"395","9","813","1998-04-17 12:53:24"
"396","32","666","2000-08-19 21:29:11"
"397","18","1058","1990-01-04 00:35:11"
"398","41","476","2003-10-03 15:42:27"
"399","17","815","2017-09-20 01:21:42"
"400","49","48","1992-04-11 09:51:10"
"401","35","948","1990-11-18 10:17:16"
"402","30","144","1991-01-07 14:34:41"
"403","7","1846","2020-06-01 12:48:35"
"404","31","112","1983-10-01 03:12:15"
"405","6","1537","1982-09-25 23:30:14"
"406","37","387","1973-02-22 10:12:52"
"407","36","1636","2004-03-10 12:26:58"
"408","17","1218","1973-08-01 19:53:11"
"409","8","1927","2010-11-08 16:51:29"
"410","4","1346","2001-02-16 15:04:55"
"411","14","1547","1994-03-05 00:59:12"
"412","39","1735","1997-04-27 18:56:05"
"413","25","1440","2015-09-14 04:31:52"
"414","8","1976","2002-12-26 11:04:35"
"415","39","461","1975-09-21 18:39:34"
"416","33","899","2001-12-01 11:45:15"
"417","25","478","1995-03-21 13:11:54"
"418","18","1649","1981-07-26 18:47:45"
"419","27","481","1997-05-01 13:22:47"
"420","22","1519","2022-10-06 02:20:35"
"421","17","1418","1997-11-15 11:39:32"
"422","35","1794","1995-07-11 16:11:58"
"423","47","1842","2009-03-15 03:41:52"
"424","37","1926","2001-04-19 00:36:44"
"425","0","1349","2008-06-05 05:30:53"
"426","12","519","2005-07-01 21:32:23"
"427","12","1871","2022-07-06 22:16:33"
"428","22","272","1984-09-16 17:07:46"
"429","33","912","2011-04-02 09:47:23"
"430","37","1515","1991-04-03 08:58:06"
"431","2","1117","2018-03-15 23:52:52"
"432","39","59","2015-11-07 18:52:22"
"433","12","1003","1980-06-26 20:07:14"
"434","49","2","1985-06-08 02:00:23"
"435","24","949","1993-08-18 19:09:39"
"436","29","48","2015-02-24 11:46:42"
"437","4","379","2013-07-27 00:13:33"
"438","48","94","1981-06-09 15:43:23"
"439","2","300","2016-04-05 15:49:37"
"440","16","849","2019-03-09 19:25:50"
"441","6","782","1975-09-07 07:06:17"
"442","27","1740","1985-10-27 19:22:58"
"443","10","687","1971-04-26 23:14:04"
"444","2","1522","1986-02-27 07:44:29"
"445","17","1903","2011-01-13 16:39:20"
"446","21","848","2008-12-22 21:48:24"
"447","6","1558","1989-04-03 19:06:17"
"448","19","95","1978-08-20 12:57:20"
"449","39","1551","2016-04-15 13:39:05"
"450","18","519","2013-08-07 10:21:15"
"451","3","154","2017-11-21 18:57:23"
"452","34","777","1995-06-14 23:11:40"
"453","48","280","2013-02-27 15:35:43"
"454","9","1546","2004-10-13 14:58:34"
"455","20","1695","2001-12-15 23:26:11"
"456","48","854","1991-01-18 18:31:40"
"457","11","764","2012-01-22 07:23:19"
"458","8","1316","2004-03-25 21:14:01"
"459","13","1686","2005-12-10 12:46:30"
"460","39","1142","1985-03-20 17:11:40"
"461","17","1706","2006-01-08 22:21:35"
"462","9","237","2022-10-01 13:10:50"
"463","15","804","1989-06-10 09:17:42"
"464","22","1829","2006-10-14 01:58:12"
"465","36","873","2016-09-27 13:01:40"
"466","4","1871","1973-08-31 00:58:41"
"467","44","1265","1971-07-30 11:15:06"
"468","30","852","2017-06-11 08:52:46"
"469","36","1600","2020-09-25 13:28:59"
"470","17","300","2020-04-16 09:27:25"
"471","17","782","1991-11-05 09:43:11"
"472","31","1646","2016-06-26 08:25:18"
"473","13","1788","1971-04-17 03:37:59"
"474","16","641","1982-02-12 21:25:24"
"475","33","1711","2010-08-12 08:08:37"
"476","11","1802","2001-02-10 19:54:19"
"477","34","776","1984-11-08 03:06:21"
"478","27","724","1997-04-13 00:30:26"
"479","12","1731","2016-06-22 17:13:04"
"480","19","484","2010-06-16 17:59:58"
"481","15","1829","2020-07-30 02:49:20"
"482","17","838","1998-08-29 00:55:26"
"483","11","234","1996-01-02 08:36:59"
"484","26","747","1994-09-22 14:20:16"
"485","5","1306","1987-06-20 05:39:02"
"486","39","1845","1987-03-12 09:12:33"
"487","45","309","2017-05-26 11:54:36"
"488","0","1628","1980-10-13 00:02:54"
"489","32","723","1991-04-23 07:58:53"
"490","10","1633","1976-12-22 10:05:58"
"491","38","1937","2011-02-27 02:01:08"
"492","28","324","2001-05-29 14:25:05"
"493","49","1840","2013-04-27 12:52:50"
"494","16","1654","1999-04-21 03:06:32"
"495","36","626","1998-10-13 08:11:37"
"496","13","733","1971-10-26 13:53:48"
"497","13","215","1988-01-06 02:15:34"
"498","41","1630","1981-09-17 04:39:51"
"499","39","1932","1995-08-04 11:31:34"
"500","25","1750","2004-03-20 14:49:43"
"501","11","58","2002-10-03 18:28:15"
"502","13","443","1975-08-27 13:16:55"
"503","24","1290","1985-02-26 22:54:57"
"504","28","592","1988-09-20 13:53:11"
"505","43","1315","1986-06-19 06:28:05"
"506","32","1142","1979-03-17 01:51:00"
"507","23","1849","2008-10-21 10:39:59"
"508","40","972","1972-08-21 23:36:18"
"509","47","451","2008-01-13 20:15:56"
"510","17","865","1999-06-08 02:01:29"
"511","24","1706","1988-12-22 11:06:03"
"512","25","956","2004-05-30 13:58:52"
"513","42","1017","2019-10-18 20:14:05"
"514","38","1031","1999-07-10 13:07:26"
"515","48","1569","2000-06-19 16:18:35"
"516","21","1796","1996-12-30 22:03:58"
"517","24","1047","1985-11-30 18:59:29"
"518","5","1811","2017-03-07 12:26:11"
"519","19","1478","2015-05-28 16:06:46"
"520","39","1859","1993-07-25 15:36:00"
"521","13","520","2000-04-16 05:54:12"
"522","7","1183","2019-07-16 06:53:14"
"523","38","1816","2012-07-11 08:33:36"
"524","12","218","1994-04-14 20:51:23"
"525","8","907","1985-04-29 08:41:36"
"526","36","1333","1979-03-29 19:28:46"
"527","16","1050","1988-03-21 14:44:01"
"528","3","624","2014-11-05 00:56:31"
"529","15","1069","1984-02-27 04:07:07"
"530","34","119","2010-02-01 07:52:25"
"531","44","1940","1998-11-23 11:59:10"
"532","28","478","1992-05-01 13:15:34"
"533","37","102","1972-01-23 08:58:53"
"534","8","830","1978-08-31 05:48:33"
"535","29","1571","1982-06-16 12:05:38"
"536","4","1740","2011-07-07 22:54:10"
"537","43","1320","1970-03-14 17:00:25"
"538","22","280","2017-09-30 21:52:56"
"539","20","1843","1992-09-10 17:47:35"
"540","44","421","1988-01-28 11:15:37"
"541","2","675","2011-01-16 08:41:30"
"542","34","1817","2005-11-16 19:41:41"
"543","23","1419","1991-01-12 22:45:21"
"544","13","1539","1979-08-30 02:53:19"
"545","13","944","1994-01-31 20:10:54"
"546","24","1673","2003-12-30 14:47:53"
"547","16","591","1985-02-11 18:09:02"
"548","23","1141","1998-08-31 10:54:04"
"549","33","1091","1994-12-22 22:37:21"
"550","35","1579","1993-03-06 13:53:19"
"551","11","574","1973-08-26 03:32:07"
"552","43","316","1979-02-23 14:07:43"
"553","41","884","2000-03-04 05:27:55"
"554","47","844","1992-10-23 19:55:05"
"555","17","1169","2007-11-02 11:38:09"
"556","31","404","1998-11-28 15:06:58"
"557","12","370","1986-09-14 07:42:52"
"558","25","234","2021-06-14 21:42:32"
"559","4","739","1991-10-08 23:27:52"
"560","31","379","1991-09-03 19:10:53"
"561","23","1230","1991-07-07 01:44:22"
"562","2","400","1971-06-28 13:18:24"
"563","14","233","2008-06-13 07:22:11"
"564","24","686","2003-06-15 23:40:42"
"565","46","1965","1982-10-15 09:12:02"
"566","10","1039","2020-10-12 02:33:13"
"567","2","1222","1974-06-02 17:29:23"
"568","6","1988","2011-02-27 01:15:09"
"569","39","1314","2021-08-20 19:30:47"
"570","1","110","1975-06-10 05:07:27"
"571","2","842","1988-06-06 20:30:34"
"572","33","851","2010-06-30 20:25:18"
"573","6","1740","2022-07-27 19:53:56"
"574","21","1665","1980-08-03 17:21:55"
"575","34","1103","1984-03-09 23:38:39"
"576","39","123","2015-01-29 02:45:25"
"577","34","1311","1981-07-01 20:20:31"
"578","49","1449","2021-03-07 09:14:52"
"579","33","1529","2017-02-28 08:27:40"
"580","38","547","2006-09-01 08:36:17"
"581","26","446","1979-01-04 10:15:04"
"582","19","682","2005-10-28 06:59:55"
"583","14","1994","1989-11-16 18:41:06"
"584","17","210","1991-07-23 03:19:29"
"585","38","1750","1992-11-14 08:22:03"
"586","32","71","1985-10-18 02:02:11"
"587","18","1467","2022-06-26 14:57:44"
"588","42","883","1999-06-21 01:00:44"
"589","44","798","2007-03-10 17:17:59"
"590","2","1978","2002-06-21 03:53:39"
"591","1","1416","1975-08-04 02:46:24"
"592","12","860","1980-05-12 06:42:13"
"593","47","1635","1986-06-16 23:55:36"
"594","24","646","1986-09-18 06:59:54"
"595","30","689","1993-10-21 04:43:39"
"596","16","643","1990-07-05 15:17:22"
"597","37","385","1997-08-15 21:16:58"
"598","15","612","1984-07-12 13:50:57"
"599","8","1846","1997-11-06 03:32:25"
"600","22","110","1994-12-04 06:40:41"
"601","29","1384","1977-05-10 20:19:40"
"602","8","312","2012-01-12 14:47:09"
"603","9","443","1994-05-22 04:14:59"
"604","2","6","1982-09-06 02:59:05"
"605","0","129","2011-12-11 21:09:42"
"606","36","147","1997-06-10 23:23:15"
"607","36","1550","1993-09-21 14:09:28"
"608","17","252","2020-03-20 04:43:38"
"609","34","509","1996-05-22 22:44:58"
"610","45","448","2019-11-24 11:32:39"
"611","35","439","2015-05-24 03:49:38"
"612","46","592","1985-08-25 07:17:01"
"613","21","1555","1978-05-21 19:10:12"
"614","19","401","2005-10-23 04:46:50"
"615","0","1404","1985-10-01 05:02:25"
"616","4","492","2011-02-10 21:02:53"
"617","10","303","1991-07-01 00:19:20"
"618","13","1810","1977-05-21 05:55:49"
"619","34","474","1998-01-03 10:48:00"
"620","22","322","2015-04-20 03:30:19"
"621","44","678","2013-05-05 10:20:10"
"622","44","406","1983-02-26 13:57:12"
"623","45","703","2016-08-08 07:23:39"
"624","45","848","1985-09-03 20:59:10"
"625","17","1435","1972-10-17 10:08:50"
"626","14","1345","1986-02-12 09:34:52"
"627","35","666","1995-03-13 06:42:00"
"628","27","3","1979-05-10 00:36:50"
"629","42","1192","1996-12-21 04:56:34"
"630","20","196","1973-06-22 09:39:46"
"631","2","129","2001-11-22 14:33:00"
"632","17","822","2021-12-05 13:05:39"
"633","44","1183","1981-04-06 01:42:51"
"634","37","1241","2008-01-29 05:46:04"
"635","10","1340","2010-09-30 14:05:12"
"636","32","1346","2003-03-26 15:44:31"
"637","36","1552","1984-09-18 07:27:28"
"638","42","272","2006-02-26 22:51:56"
"639","27","729","2016-03-14 01:05:47"
"640","42","1737","1990-06-08 11:39:09"
"641","33","1432","2001-08-12 18:50:21"
"642","35","687","2007-04-17 01:42:14"
"643","25","949","1989-04-20 18:15:17"
"644","6","84","2017-02-10 06:10:01"
"645","1","1330","2011-10-04 18:24:48"
"646","21","121","1994-03-02 09:27:29"
"647","21","200","1990-05-11 03:00:49"
"648","46","1874","2000-04-19 05:50:27"
"649","17","1799","1985-07-10 09:24:04"
"650","21","1619","2013-06-19 14:28:18"
