"1000000176","8735","None","0.38"
"1000000177","None","Toiletries","0.94"
"1000000178","6862","None","0.8"
"1000000179","None","Toiletries","0.76"
"1000000180","7807","None","0.49"
"1000000181","None","Pets","0.25"
"1000000182","4338","None","0.07"
"1000000183","None","Pets","0.33"
"1000000184","7672","None","0.77"
"1000000185","None","Furniture","0.91"
"1000000186","6814","None","0.53"
"1000000187","None","School","0.63"
"1000000188","3526","None","0.28"
"1000000189","None","Furniture","0.87"
"1000000190","36","None","0.52"
"1000000191","None","Electronics","0.75"
"1000000192","2108","None","0.11"
"1000000193","None","Toiletries","0.68"
"1000000194","7392","None","0.65"
"1000000195","None","Clothing","0.06"
"1000000196","2046","None","0.17"
"1000000197","None","School","0.14"
"1000000198","678","None","0.92"
"1000000199","None","School","0.07"
"1000000200","7500","None","0.42"
"1000000201","None","Toiletries","0.34"
"1000000202","8308","None","0.0"
"1000000203","None","Travel","0.61"
"1000000204","2541","None","0.37"
"1000000205","None","Pets","0.52"
"1000000206","5072","None","0.77"
"1000000207","None","Furniture","0.13"
"1000000208","2170","None","0.02"
"1000000209","None","Clothing","0.31"
"1000000210","8753","None","0.92"
"1000000211","None","Pets","0.57"
"1000000212","6379","None","0.73"
"1000000213","None","Furniture","0.58"
"1000000214","2456","None","0.88"
"1000000215","None","School","0.83"
"1000000216","2706","None","0.58"
"1000000217","None","Furniture","0.73"
"1000000218","5047","None","0.53"
"1000000219","None","All","0.7"
"1000000220","8768","None","0.35"
"1000000221","None","Books","0.64"
"1000000222","9651","None","0.45"
"1000000223","None","Kitchenware","0.9"
"1000000224","5766","None","0.21"
"1000000225","None","Kitchenware","0.06"
"1000000226","2594","None","0.98"
"1000000227","None","Furniture","0.64"
"1000000228","9830","None","0.09"
"1000000229","None","Furniture","0.2"
"1000000230","829","None","0.86"
"1000000231","None","Electronics","0.14"
"1000000232","9938","None","0.15"
"1000000233","None","Electronics","0.34"
"1000000234","2990","None","0.4"
"1000000235","None","Kitchenware","0.57"
"1000000236","8280","None","0.23"
"1000000237","None","School","0.69"
"1000000238","4806","None","0.02"
"1000000239","None","Travel","0.56"
"1000000240","7195","None","0.87"
"1000000241","None","School","0.19"
"1000000242","3305","None","0.72"
"1000000243","None","Furniture","0.11"
"1000000244","846","None","0.78"
"1000000245","None","Electronics","0.51"
"1000000246","6764","None","0.84"
"1000000247","None","Travel","0.15"
"1000000248","7122","None","0.09"
"1000000249","None","Kitchenware","0.76"
"1000000250","4132","None","0.9"
"1000000251","None","Toiletries","0.45"
"1000000252","3091","None","0.31"
"1000000253","None","Sports","0.92"
"1000000254","6412","None","0.81"
"1000000255","None","Electronics","0.1"
"1000000256","4945","None","0.77"
"1000000257","None","Kitchenware","0.3"
"1000000258","7382","None","0.87"
"1000000259","None","Pets","0.28"
"1000000260","2586","None","0.5"
"1000000261","None","Toiletries","0.57"
"1000000262","4435","None","0.56"
"1000000263","None","Sports","0.65"
"1000000264","4483","None","0.74"
"1000000265","None","Electronics","0.05"
"1000000266","8681","None","0.73"
"1000000267","None","Pets","0.76"
"1000000268","1279","None","0.08"
"1000000269","None","Travel","0.81"
"1000000270","5871","None","0.8"
"1000000271","None","Toiletries","0.46"
"1000000272","6363","None","0.94"
"1000000273","None","Books","0.54"
"1000000274","5371","None","0.11"
"1000000275","None","Toiletries","0.95"
"1000000276","275","None","0.44"
"1000000277","None","Books","0.98"
"1000000278","5945","None","0.45"
"1000000279","None","Pets","0.01"
"1000000280","2437","None","0.24"
"1000000281","None","Electronics","0.91"
"1000000282","3079","None","0.96"
"1000000283","None","Travel","0.27"
"1000000284","2716","None","0.23"
"1000000285","None","Clothing","0.24"
"1000000286","1557","None","0.45"
"1000000287","None","Toiletries","0.35"
"1000000288","2541","None","0.84"
"1000000289","None","Clothing","0.79"
"1000000290","4558","None","0.12"
"1000000291","None","Furniture","0.78"
"1000000292","8024","None","0.52"
"1000000293","None","All","0.61"
"1000000294","8039","None","0.97"
"1000000295","None","Electronics","0.4"
"1000000296","9823","None","0.26"
"1000000297","None","Kitchenware","0.89"
"1000000298","3692","None","0.85"
"1000000299","None","Toiletries","0.88"
"1000000300","6453","None","0.75"
"1000000301","None","Travel","0.73"
"1000000302","4199","None","0.54"
"1000000303","None","School","0.1"
"1000000304","2054","None","0.82"
"1000000305","None","Sports","0.18"
"1000000306","1525","None","0.96"
"1000000307","None","Pets","0.76"
"1000000308","3833","None","0.59"
"1000000309","None","Electronics","0.68"
"1000000310","3186","None","0.43"
"1000000311","None","Books","0.66"
"1000000312","4666","None","0.18"
"1000000313","None","Pets","0.92"
"1000000314","6921","None","0.39"
"1000000315","None","Furniture","0.76"
"1000000316","1007","None","0.46"
"1000000317","None","Toiletries","0.37"
"1000000318","8594","None","0.52"
"1000000319","None","Travel","0.36"
"1000000320","7179","None","0.6"
"1000000321","None","Books","0.09"
"1000000322","9401","None","0.91"
"1000000323","None","Furniture","0.15"
"1000000324","1898","None","0.7"
"1000000325","None","Kitchenware","0.8"
"1000000326","700","None","0.42"
"1000000327","None","Pets","0.57"
"1000000328","3597","None","0.83"
"1000000329","None","Electronics","0.68"
"1000000330","5494","None","0.03"
"1000000331","None","Travel","0.61"
"1000000332","3330","None","0.08"
"1000000333","None","Travel","0.33"
"1000000334","4343","None","0.11"
"1000000335","None","Books","0.34"
"1000000336","8087","None","0.42"
"1000000337","None","School","0.54"
"1000000338","4929","None","0.95"
"1000000339","None","All","0.51"
"1000000340","4571","None","0.88"
"1000000341","None","Sports","0.03"
"1000000342","343","None","0.7"
"1000000343","None","Sports","0.06"
"1000000344","2218","None","0.57"
"1000000345","None","All","0.46"
"1000000346","2612","None","0.26"
"1000000347","None","Sports","0.84"
"1000000348","7178","None","0.65"
"1000000349","None","School","0.19"
"1000000350","6534","None","0.29"
"1000000351","None","Electronics","0.45"
"1000000352","8064","None","0.44"
"1000000353","None","School","0.11"
"1000000354","4586","None","0.32"
"1000000355","None","School","0.4"
"1000000356","3440","None","0.72"
"1000000357","None","Toiletries","0.2"
"1000000358","2222","None","0.84"
"1000000359","None","Toiletries","0.65"
"1000000360","7877","None","0.29"
"1000000361","None","Furniture","0.64"
"1000000362","3147","None","0.06"
"1000000363","None","Books","0.01"
"1000000364","2649","None","0.97"
"1000000365","None","Toiletries","0.66"
"1000000366","3387","None","0.63"
"1000000367","None","Travel","0.49"
"1000000368","6789","None","0.15"
"1000000369","None","Toiletries","0.82"
"1000000370","462","None","0.41"
"1000000371","None","Clothing","0.73"
"1000000372","1083","None","0.47"
"1000000373","None","Furniture","0.24"
"1000000374","3013","None","0.79"
"1000000375","None","Pets","0.04"
"1000000376","173","None","0.99"
"1000000377","None","Furniture","0.08"
"1000000378","1980","None","0.71"
"1000000379","None","Toiletries","0.83"
"1000000380","9079","None","0.08"
"1000000381","None","Electronics","0.49"
"1000000382","3299","None","0.57"
"1000000383","None","Electronics","0.59"
"1000000384","5066","None","0.13"
"1000000385","None","All","0.78"
"1000000386","5577","None","0.95"
"1000000387","None","Toiletries","0.57"
"1000000388","7135","None","0.92"
"1000000389","None","Furniture","0.15"
"1000000390","6172","None","0.52"
"1000000391","None","Toiletries","0.09"
"1000000392","5382","None","0.39"
"1000000393","None","Pets","0.47"
"1000000394","9766","None","0.02"
"1000000395","None","Kitchenware","0.18"
"1000000396","4725","None","0.9"
"1000000397","None","Sports","0.71"
"1000000398","6369","None","0.87"
"1000000399","None","Kitchenware","0.78"
"1000000400","9165","None","0.56"
"1000000401","None","Electronics","0.7"
"1000000402","5351","None","0.34"
"1000000403","None","Furniture","0.16"
"1000000404","8512","None","0.87"
"1000000405","None","Clothing","0.59"
"1000000406","9787","None","0.2"
"1000000407","None","Electronics","0.11"
"1000000408","9484","None","0.92"
"1000000409","None","Sports","0.53"
"1000000410","6056","None","0.73"
"1000000411","None","Electronics","0.77"
"1000000412","1812","None","0.16"
"1000000413","None","Kitchenware","0.9"
"1000000414","2711","None","0.05"
"1000000415","None","Sports","0.34"
"1000000416","4243","None","0.71"
"1000000417","None","Furniture","0.05"
"1000000418","5049","None","0.47"
"1000000419","None","Kitchenware","0.79"
"1000000420","2494","None","0.46"
"1000000421","None","Books","0.94"
"1000000422","6912","None","0.5"
"1000000423","None","Toiletries","0.36"
"1000000424","860","None","0.37"
"1000000425","None","Sports","0.53"
"1000000426","435","None","0.46"
"1000000427","None","Clothing","0.68"
"1000000428","9781","None","0.28"
"1000000429","None","Clothing","0.97"
"1000000430","7083","None","0.94"
"1000000431","None","School","0.23"
"1000000432","2614","None","0.25"
"1000000433","None","Electronics","0.07"
"1000000434","2389","None","0.71"
"1000000435","None","Electronics","0.79"
"1000000436","4895","None","0.21"
"1000000437","None","Pets","0.36"
"1000000438","8500","None","0.24"
"1000000439","None","Toiletries","0.61"
"1000000440","8217","None","0.85"
"1000000441","None","School","0.4"
"1000000442","9573","None","0.92"
"1000000443","None","Furniture","0.59"
"1000000444","509","None","0.2"
"1000000445","None","Electronics","0.94"
"1000000446","2734","None","0.76"
"1000000447","None","Furniture","0.56"
"1000000448","1450","None","0.28"
"1000000449","None","Electronics","0.71"
"1000000450","9975","None","0.92"
"1000000451","None","Sports","0.8"
"1000000452","6587","None","0.87"
"1000000453","None","Sports","0.81"
"1000000454","5650","None","0.73"
"1000000455","None","All","0.01"
"1000000456","8110","None","0.03"
"1000000457","None","Pets","0.72"
"1000000458","9079","None","0.23"
"1000000459","None","Toiletries","0.53"
"1000000460","6010","None","0.15"
"1000000461","None","Kitchenware","0.97"
"1000000462","4082","None","0.24"
"1000000463","None","Books","0.57"
"1000000464","4889","None","0.65"
"1000000465","None","Toiletries","0.88"
"1000000466","8046","None","0.98"
"1000000467","None","Sports","0.91"
"1000000468","8313","None","0.16"
"1000000469","None","Sports","0.01"
"1000000470","2218","None","0.57"
"1000000471","None","Books","0.93"
"1000000472","3237","None","0.52"
"1000000473","None","Books","0.05"
"1000000474","411","None","0.99"
"1000000475","None","Pets","0.49"
"1000000476","8024","None","0.43"
"1000000477","None","School","0.05"
"1000000478","6541","None","0.39"
"1000000479","None","Pets","0.59"
"1000000480","8308","None","0.31"
"1000000481","None","All","0.25"
"1000000482","5538","None","0.7"
"1000000483","None","Kitchenware","0.81"
"1000000484","8215","None","0.03"
"1000000485","None","Furniture","0.63"
"1000000486","7593","None","0.86"
"1000000487","None","Books","0.27"
"1000000488","4241","None","0.11"
"1000000489","None","Furniture","0.59"
"1000000490","6942","None","0.91"
"1000000491","None","Kitchenware","0.63"
"1000000492","2218","None","0.9"
"1000000493","None","Pets","0.16"
"1000000494","1638","None","0.73"
"1000000495","None","Furniture","0.17"
"1000000496","6989","None","0.19"
"1000000497","None","Electronics","0.65"
"1000000498","1921","None","0.25"
"1000000499","None","Books","0.21"
"1000000500","7178","None","0.47"
"1000000501","None","Kitchenware","0.77"
"1000000502","4581","None","0.73"
"1000000503","None","Toiletries","0.73"
"1000000504","6339","None","0.1"
"1000000505","None","Travel","0.21"
"1000000506","914","None","0.88"
"1000000507","None","Pets","0.59"
"1000000508","5056","None","0.12"
"1000000509","None","Clothing","0.83"
"1000000510","5174","None","0.7"
"1000000511","None","Sports","0.85"
"1000000512","1604","None","0.49"
"1000000513","None","Pets","0.1"
"1000000514","6272","None","0.04"
"1000000515","None","Furniture","0.38"
"1000000516","5469","None","0.97"
"1000000517","None","Sports","0.59"
"1000000518","5525","None","0.91"
"1000000519","None","Books","0.36"
"1000000520","2697","None","0.27"
"1000000521","None","Travel","0.67"
"1000000522","7383","None","0.52"
"1000000523","None","Travel","0.49"
"1000000524","5850","None","0.0"
"1000000525","None","Sports","0.19"
"1000000526","3686","None","0.12"
"1000000527","None","Pets","0.11"
"1000000528","2747","None","0.24"
"1000000529","None","Travel","0.27"
"1000000530","4566","None","0.07"
"1000000531","None","School","0.98"
"1000000532","7335","None","0.69"
"1000000533","None","Toiletries","0.36"
"1000000534","1802","None","0.81"
"1000000535","None","Electronics","0.47"
"1000000536","727","None","0.55"
"1000000537","None","Books","0.41"
"1000000538","751","None","0.15"
"1000000539","None","Sports","0.67"
"1000000540","6050","None","0.37"
"1000000541","None","All","0.24"
"1000000542","9328","None","0.38"
"1000000543","None","Books","0.39"
"1000000544","9909","None","0.25"
"1000000545","None","Travel","0.98"
"1000000546","9464","None","0.08"
"1000000547","None","School","0.83"
"1000000548","9751","None","0.29"
"1000000549","None","Furniture","0.62"
"1000000550","4493","None","0.49"
"1000000551","None","Pets","0.63"
"1000000552","2281","None","0.82"
"1000000553","None","Clothing","0.07"
"1000000554","6887","None","0.88"
"1000000555","None","Kitchenware","0.53"
"1000000556","497","None","0.1"
"1000000557","None","All","0.32"
"1000000558","9831","None","0.21"
"1000000559","None","Electronics","0.87"
"1000000560","9363","None","0.88"
"1000000561","None","Toiletries","0.68"
"1000000562","3556","None","0.06"
"1000000563","None","Clothing","0.11"
"1000000564","9363","None","0.62"
"1000000565","None","Furniture","0.24"
"1000000566","6392","None","0.69"
"1000000567","None","School","0.67"
"1000000568","140","None","0.35"
"1000000569","None","Clothing","0.21"
"1000000570","1093","None","0.49"
"1000000571","None","Sports","0.5"
"1000000572","1905","None","0.31"
"1000000573","None","Sports","0.63"
"1000000574","2276","None","0.56"
"1000000575","None","Pets","0.33"
"1000000576","6222","None","0.61"
"1000000577","None","Clothing","0.41"
"1000000578","3098","None","0.9"
"1000000579","None","Sports","0.79"
"1000000580","3940","None","0.51"
"1000000581","None","Books","0.72"
"1000000582","3910","None","0.37"
"1000000583","None","All","0.34"
"1000000584","3939","None","0.46"
"1000000585","None","Sports","0.71"
"1000000586","5324","None","0.72"
"1000000587","None","School","0.03"
"1000000588","5192","None","0.17"
"1000000589","None","School","0.08"
"1000000590","5424","None","0.06"
"1000000591","None","School","0.15"
"1000000592","8365","None","0.28"
"1000000593","None","School","0.22"
"1000000594","2341","None","0.78"
"1000000595","None","Books","0.97"
"1000000596","2917","None","0.17"
"1000000597","None","Books","0.46"
"1000000598","973","None","0.22"
"1000000599","None","Sports","0.49"
"1000000600","7919","None","0.68"
"1000000601","None","Toiletries","0.39"
"1000000602","411","None","0.96"
"1000000603","None","Books","0.19"
"1000000604","4538","None","0.49"
"1000000605","None","Clothing","0.21"
"1000000606","862","None","0.29"
"1000000607","None","Kitchenware","0.98"
"1000000608","5534","None","0.18"
"1000000609","None","Furniture","0.73"
"1000000610","4758","None","0.23"
"1000000611","None","Clothing","0.13"
"1000000612","2041","None","0.04"
"1000000613","None","Electronics","0.49"
"1000000614","5730","None","0.69"
"1000000615","None","Books","0.97"
"1000000616","4390","None","0.32"
"1000000617","None","Toiletries","0.37"
"1000000618","5586","None","0.65"
"1000000619","None","Travel","0.11"
"1000000620","9086","None","0.98"
"1000000621","None","All","0.1"
"1000000622","2381","None","0.92"
"1000000623","None","Books","0.19"
"1000000624","5806","None","0.19"
"1000000625","None","School","0.62"
"1000000626","4688","None","0.64"
"1000000627","None","Toiletries","0.93"
"1000000628","196","None","0.33"
"1000000629","None","Clothing","0.92"
"1000000630","8304","None","0.83"
"1000000631","None","Clothing","0.72"
"1000000632","9272","None","0.15"
"1000000633","None","School","0.13"
"1000000634","9503","None","0.45"
"1000000635","None","All","0.86"
"1000000636","859","None","0.34"
"1000000637","None","Books","0.67"
"1000000638","8549","None","0.89"
"1000000639","None","Electronics","0.09"
"1000000640","7206","None","0.86"
"1000000641","None","Kitchenware","0.07"
"1000000642","83","None","0.92"
"1000000643","None","Clothing","0.64"
"1000000644","3368","None","0.33"
"1000000645","None","Travel","0.78"
"1000000646","2502","None","0.72"
"1000000647","None","Clothing","0.97"
"1000000648","4591","None","0.32"
"1000000649","None","Toiletries","0.05"
"1000000650","384","None","0.59"
"1000000651","None","Sports","0.98"
"1000000652","1091","None","0.18"
"1000000653","None","All","0.22"
"1000000654","1368","None","0.59"
"1000000655","None","Furniture","0.06"
"1000000656","7992","None","0.14"
"1000000657","None","Electronics","0.8"
"1000000658","9781","None","0.42"
"1000000659","None","Pets","0.09"
"1000000660","2203","None","0.41"
"1000000661","None","Sports","0.85"
"1000000662","5763","None","0.12"
"1000000663","None","School","0.76"
"1000000664","4362","None","0.45"
"1000000665","None","Electronics","0.3"
"1000000666","7491","None","0.75"
"1000000667","None","Toiletries","0.94"
"1000000668","3898","None","0.96"
"1000000669","None","Clothing","0.64"
"1000000670","42","None","0.8"
"1000000671","None","School","0.36"
"1000000672","924","None","0.82"
"1000000673","None","Books","0.5"
"1000000674","7716","None","0.87"
"1000000675","None","Toiletries","0.08"
"1000000676","314","None","0.02"
"1000000677","None","Toiletries","0.59"
"1000000678","4040","None","0.45"
"1000000679","None","School","0.23"
"1000000680","3557","None","0.38"
"1000000681","None","Sports","0.54"
"1000000682","6903","None","0.34"
"1000000683","None","School","0.39"
"1000000684","986","None","0.35"
"1000000685","None","Travel","0.36"
"1000000686","7749","None","0.96"
"1000000687","None","Furniture","0.3"
"1000000688","766","None","0.21"
"1000000689","None","All","0.7"
"1000000690","817","None","0.85"
"1000000691","None","All","0.63"
"1000000692","1079","None","0.86"
"1000000693","None","All","0.1"
"1000000694","3692","None","0.13"
"1000000695","None","Sports","0.76"
"1000000696","1536","None","0.89"
"1000000697","None","Toiletries","0.95"
"1000000698","6683","None","0.32"
"1000000699","None","Clothing","0.29"
"1000000700","415","None","0.92"
"1000000701","None","Clothing","0.8"
"1000000702","5343","None","0.57"
"1000000703","None","Electronics","0.12"
"1000000704","1315","None","0.82"
"1000000705","None","Clothing","0.86"
"1000000706","3814","None","0.88"
"1000000707","None","School","0.2"
"1000000708","3533","None","0.13"
"1000000709","None","Sports","0.79"
"1000000710","4358","None","0.78"
"1000000711","None","All","0.61"
"1000000712","3939","None","0.21"
"1000000713","None","Books","0.85"
"1000000714","5463","None","0.96"
"1000000715","None","Books","0.6"
"1000000716","5200","None","0.72"
"1000000717","None","School","0.55"
"1000000718","424","None","0.59"
"1000000719","None","Toiletries","0.77"
"1000000720","2671","None","0.75"
"1000000721","None","Sports","0.54"
"1000000722","9136","None","0.05"
"1000000723","None","School","0.03"
"1000000724","9281","None","0.47"
"1000000725","None","All","0.71"
"1000000726","927","None","0.72"
"1000000727","None","Books","0.39"
"1000000728","5184","None","0.02"
"1000000729","None","School","0.33"
"1000000730","8985","None","0.81"
"1000000731","None","Electronics","0.82"
"1000000732","6681","None","0.96"
"1000000733","None","Clothing","0.36"
"1000000734","5965","None","0.83"
"1000000735","None","Books","0.56"
"1000000736","127","None","0.44"
"1000000737","None","Clothing","0.88"
"1000000738","5371","None","0.83"
"1000000739","None","Clothing","0.78"
"1000000740","113","None","0.86"
"1000000741","None","Sports","0.29"
"1000000742","2990","None","0.97"
"1000000743","None","All","0.95"
"1000000744","2577","None","0.94"
"1000000745","None","Electronics","0.99"
"1000000746","3707","None","0.04"
"1000000747","None","Travel","0.36"
"1000000748","3072","None","0.93"
"1000000749","None","Electronics","0.53"
"1000000750","1705","None","0.53"
"1000000751","None","Electronics","0.05"
"1000000752","2151","None","0.28"
"1000000753","None","School","0.11"
"1000000754","2378","None","0.51"
"1000000755","None","Toiletries","0.87"
"1000000756","3372","None","0.89"
"1000000757","None","Travel","0.84"
"1000000758","2052","None","0.69"
"1000000759","None","Electronics","0.36"
"1000000760","9670","None","0.77"
"1000000761","None","All","0.72"
"1000000762","9459","None","0.42"
"1000000763","None","Furniture","0.22"
"1000000764","8230","None","0.44"
"1000000765","None","Sports","0.2"
"1000000766","8297","None","0.69"
"1000000767","None","Travel","0.75"
"1000000768","9199","None","0.33"
"1000000769","None","Electronics","0.4"
"1000000770","6647","None","0.46"
"1000000771","None","Pets","0.3"
"1000000772","3990","None","0.67"
"1000000773","None","School","0.8"
"1000000774","5771","None","0.43"
"1000000775","None","Kitchenware","0.9"
"1000000776","12","None","0.25"
"1000000777","None","Travel","0.15"
"1000000778","8872","None","0.33"
"1000000779","None","School","0.36"
"1000000780","7459","None","0.63"
"1000000781","None","School","0.14"
"1000000782","8736","None","0.68"
"1000000783","None","Travel","0.16"
"1000000784","9187","None","0.45"
"1000000785","None","All","0.07"
"1000000786","6123","None","0.15"
"1000000787","None","Furniture","0.39"
"1000000788","591","None","0.66"
"1000000789","None","All","0.81"
"1000000790","7405","None","0.34"
"1000000791","None","Sports","0.67"
"1000000792","2093","None","0.79"
"1000000793","None","Sports","0.26"
"1000000794","6788","None","0.59"
"1000000795","None","Clothing","0.64"
"1000000796","5810","None","0.81"
"1000000797","None","Clothing","0.6"
"1000000798","7819","None","0.66"
"1000000799","None","Toiletries","0.61"
"1000000800","5559","None","0.09"
"1000000801","None","Sports","0.73"
"1000000802","8282","None","0.36"
"1000000803","None","Clothing","0.09"
"1000000804","5946","None","0.39"
"1000000805","None","Travel","0.27"
"1000000806","2444","None","0.97"
"1000000807","None","School","0.04"
"1000000808","8508","None","0.64"
"1000000809","None","School","0.81"
"1000000810","9688","None","0.3"
"1000000811","None","All","0.9"
"1000000812","2002","None","0.11"
"1000000813","None","Travel","0.22"
"1000000814","9107","None","0.12"
"1000000815","None","Pets","0.91"
"1000000816","3515","None","0.27"
"1000000817","None","Furniture","0.8"
"1000000818","2975","None","0.84"
"1000000819","None","School","0.73"
"1000000820","9796","None","0.62"
"1000000821","None","Clothing","0.45"
"1000000822","1133","None","0.19"
"1000000823","None","School","0.53"
"1000000824","5193","None","0.88"
"1000000825","None","Furniture","0.12"
"1000000826","6086","None","0.2"
"1000000827","None","Furniture","0.06"
"1000000828","5917","None","0.95"
"1000000829","None","Electronics","0.3"
"1000000830","6682","None","0.22"
"1000000831","None","Furniture","0.15"
"1000000832","3888","None","0.65"
"1000000833","None","All","0.31"
"1000000834","9107","None","0.72"
"1000000835","None","Pets","0.11"
"1000000836","3134","None","0.32"
"1000000837","None","Kitchenware","0.82"
"1000000838","9355","None","0.84"
"1000000839","None","Kitchenware","0.56"
"1000000840","6642","None","0.04"
"1000000841","None","Furniture","0.56"
"1000000842","8396","None","0.92"
